1000,708.0,0.0,12.0,0.0,0.0,0.0,0.0,15.0,3.0,3.0,0.0,0.0,28.0,15.0,50.0,0.0,6.0,17.0,12.0,9.0,8.0,3.0,5.0,8.0,7.0,1.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,8.0,4.0,9.0,9.0,4.0,15.0,14.0,4.0,13.0,6.0,5.0,6.0,12.0,10.0,4.0,6.0,0.0,1.0,15.0,25.0,1.0,18.0,4.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,289.0,47.0,87.0,170.0,391.0,70.0,61.0,191.0,204.0,4.0,39.0,147.0,63.0,237.0,250.0,57.0,5.0,228.0,191.0,292.0,75.0,14.0,54.0,1.0,57.0,0.0,0.0,0.0,0.0,0.0
1000,506.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,15.0,15.0,32.0,0.0,9.0,10.0,10.0,5.0,8.0,7.0,3.0,4.0,4.0,4.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,9.0,13.0,8.0,15.0,6.0,10.0,6.0,1.0,5.0,4.0,3.0,10.0,10.0,4.0,0.0,1.0,7.0,21.0,13.0,3.0,8.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,192.0,39.0,65.0,74.0,240.0,39.0,72.0,122.0,153.0,1.0,31.0,90.0,55.0,175.0,175.0,30.0,4.0,144.0,167.0,206.0,57.0,16.0,40.0,6.0,38.0,0.0,0.0,0.0,0.0,0.0
1000,509.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,4.0,0.0,0.0,16.0,16.0,37.0,1.0,6.0,23.0,7.0,5.0,12.0,8.0,7.0,7.0,4.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,3.0,20.0,8.0,17.0,4.0,5.0,3.0,9.0,1.0,12.0,7.0,9.0,13.0,7.0,5.0,0.0,3.0,18.0,16.0,1.0,8.0,7.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,202.0,31.0,67.0,92.0,245.0,46.0,49.0,117.0,142.0,5.0,32.0,88.0,50.0,134.0,156.0,42.0,1.0,130.0,176.0,181.0,48.0,19.0,38.0,4.0,51.0,1.0,0.0,0.0,0.0,0.0
1000,659.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,17.0,12.0,40.0,0.0,8.0,11.0,9.0,6.0,4.0,4.0,1.0,10.0,8.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,7.0,12.0,11.0,6.0,0.0,1.0,3.0,5.0,3.0,6.0,5.0,13.0,5.0,3.0,3.0,0.0,7.0,26.0,31.0,3.0,11.0,7.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,250.0,36.0,71.0,153.0,344.0,71.0,51.0,160.0,188.0,4.0,30.0,104.0,51.0,190.0,216.0,58.0,11.0,197.0,203.0,260.0,78.0,25.0,47.0,5.0,56.0,0.0,0.0,0.0,0.0,0.0
1000,668.0,0.0,18.0,0.0,0.0,0.0,0.0,20.0,1.0,1.0,0.0,0.0,33.0,8.0,43.0,1.0,1.0,5.0,6.0,6.0,1.0,1.0,0.0,5.0,2.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,5.0,8.0,8.0,11.0,8.0,3.0,3.0,10.0,4.0,5.0,6.0,15.0,28.0,10.0,8.0,0.0,4.0,19.0,13.0,2.0,14.0,14.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,288.0,43.0,67.0,130.0,368.0,72.0,76.0,145.0,190.0,1.0,31.0,122.0,58.0,224.0,250.0,62.0,6.0,158.0,184.0,253.0,56.0,47.0,57.0,7.0,59.0,0.0,0.0,0.0,0.0,0.0
1000,529.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,23.0,9.0,40.0,1.0,7.0,2.0,7.0,4.0,0.0,3.0,2.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,3.0,15.0,8.0,1.0,3.0,2.0,1.0,6.0,1.0,3.0,2.0,11.0,12.0,1.0,2.0,0.0,1.0,11.0,14.0,0.0,7.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,211.0,33.0,41.0,101.0,326.0,41.0,53.0,118.0,133.0,1.0,21.0,63.0,79.0,167.0,235.0,45.0,1.0,142.0,150.0,223.0,40.0,27.0,49.0,6.0,32.0,3.0,0.0,0.0,0.0,0.0
1000,522.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,12.0,17.0,34.0,0.0,7.0,25.0,16.0,7.0,7.0,5.0,1.0,7.0,4.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,6.0,18.0,12.0,8.0,5.0,13.0,2.0,4.0,1.0,4.0,1.0,4.0,5.0,3.0,3.0,0.0,4.0,26.0,18.0,1.0,14.0,5.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,223.0,34.0,79.0,107.0,254.0,58.0,61.0,130.0,157.0,3.0,29.0,98.0,50.0,180.0,181.0,38.0,4.0,153.0,126.0,209.0,64.0,17.0,32.0,1.0,50.0,0.0,0.0,0.0,0.0,0.0
1000,395.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,4.0,19.0,0.0,2.0,4.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,1.0,4.0,2.0,0.0,0.0,0.0,5.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,5.0,10.0,14.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,157.0,49.0,60.0,87.0,280.0,34.0,51.0,103.0,155.0,4.0,17.0,67.0,47.0,146.0,120.0,25.0,2.0,147.0,131.0,145.0,45.0,12.0,25.0,2.0,40.0,2.0,0.0,0.0,0.0,0.0
1001,602.0,1.0,0.0,3.0,0.0,5.0,1.0,0.0,4.0,4.0,0.0,1.0,32.0,3.0,45.0,0.0,13.0,24.0,18.0,6.0,8.0,16.0,8.0,4.0,5.0,3.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,5.0,4.0,2.0,1.0,4.0,17.0,1.0,3.0,5.0,3.0,1.0,6.0,6.0,3.0,1.0,4.0,1.0,3.0,11.0,12.0,14.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,214.0,28.0,82.0,97.0,289.0,68.0,54.0,108.0,152.0,1.0,27.0,86.0,39.0,203.0,174.0,49.0,0.0,142.0,201.0,194.0,67.0,30.0,37.0,4.0,45.0,1.0,0.0,0.0,0.0,0.0
1001,995.0,0.0,0.0,1.0,0.0,5.0,1.0,0.0,4.0,4.0,0.0,1.0,39.0,7.0,71.0,0.0,21.0,25.0,33.0,16.0,14.0,18.0,13.0,9.0,10.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,9.0,10.0,14.0,6.0,7.0,9.0,26.0,9.0,8.0,0.0,1.0,5.0,2.0,4.0,1.0,3.0,10.0,12.0,22.0,9.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,339.0,73.0,88.0,154.0,468.0,108.0,85.0,201.0,251.0,9.0,16.0,136.0,82.0,289.0,275.0,81.0,2.0,230.0,308.0,305.0,86.0,41.0,70.0,2.0,84.0,3.0,0.0,0.0,0.0,0.0
